iter	Passed	Remaining
968	397378	12712
969	397704	12300
970	397966	11885
971	398486	11479
972	398848	11067
973	399418	10662
974	399854	10252
975	400127	9839
976	400392	9425
977	400678	9013
978	400980	8601
979	401468	8193
980	401818	7782
981	402257	7373
982	402598	6962
983	402914	6551
984	403309	6141
985	403644	5731
986	403911	5320
987	404149	4908
988	404520	4499
989	404936	4090
990	405410	3681
991	405797	3272
992	406193	2863
993	406459	2453
997	399155	799
998	399426	399
999	399803	0
