iter	MultiClassOneVsAll	F1:class=0	F1:class=1	F1:class=2	F1:class=3
751	-0.3327413648	0.8296102662	0.3559782609	0.5323496027	0.495915986
752	-0.3326857994	0.8296102662	0.3582089552	0.5320476461	0.4953271028
753	-0.332601056	0.8295117025	0.3586956522	0.5335608646	0.4973791497
754	-0.3324410215	0.8297088532	0.3586956522	0.5352272727	0.4973791497
755	-0.3323675238	0.8296102662	0.3586956522	0.5352272727	0.4965034965
756	-0.3323091226	0.8298074638	0.3609226594	0.5352272727	0.4973791497
757	-0.3321899781	0.8297088532	0.3631436314	0.535531552	0.4965034965
758	-0.3320955309	0.8297088532	0.3631436314	0.5366685617	0.4965034965
759	-0.3320056147	0.8298479087	0.3631436314	0.5369738339	0.4965034965
760	-0.33189351	0.8298479087	0.3631436314	0.5369738339	0.4965034965
761	-0.3317973717	0.8298479087	0.3631436314	0.5372794536	0.4973791497
762	-0.3317437591	0.8298479087	0.3631436314	0.5372794536	0.4973791497
763	-0.3316752727	0.8299465241	0.3631436314	0.538942581	0.4976689977
764	-0.3315838895	0.8298479087	0.3631436314	0.5381114903	0.4976689977
765	-0.3314963923	0.8300047551	0.3631436314	0.5369738339	0.4976744186
766	-0.3313745439	0.8299060977	0.3631436314	0.5375	0.4973791497
767	-0.3312938917	0.830103436	0.3653585927	0.5386363636	0.4982537835
768	-0.3311931433	0.8302021403	0.3675675676	0.5409090909	0.4982537835
769	-0.3310548397	0.8306960143	0.3697705803	0.5411230856	0.4991273997
770	-0.3310004581	0.8307948596	0.3697705803	0.541430193	0.5008715863
771	-0.3309340876	0.8304983942	0.3697705803	0.5395560615	0.5002901915
772	-0.3308261349	0.8304580607	0.3675675676	0.5394662124	0.5005807201
773	-0.3307468203	0.8303592672	0.3653585927	0.5391600454	0.5008715863
774	-0.3306766857	0.8303188958	0.3653585927	0.5391600454	0.5002901915
775	-0.3306153895	0.8306154029	0.3675675676	0.5406019307	0.5017381228
776	-0.3305002029	0.8306154029	0.3675675676	0.5385487528	0.4991294254
777	-0.3304239806	0.8307545822	0.3697705803	0.540509915	0.4988372093
778	-0.3303468722	0.8306557182	0.3692722372	0.5391600454	0.4985473562
779	-0.3302741913	0.8307545822	0.373655914	0.5402951192	0.5
780	-0.3302056847	0.8306154029	0.373655914	0.5385487528	0.4991273997
781	-0.3301281938	0.8305165437	0.371967655	0.5396825397	0.5
782	-0.3300729832	0.8310110754	0.3741588156	0.5421618563	0.5008715863
783	-0.3300219237	0.8309121219	0.373655914	0.5402951192	0.5
784	-0.3299660203	0.8308534698	0.373655914	0.5409090909	0.5014509576
785	-0.3298958059	0.830952381	0.3741588156	0.541430193	0.5014509576
786	-0.3298061656	0.8311100524	0.3741588156	0.5416430595	0.5011600928
787	-0.329739356	0.8313482611	0.3741588156	0.5419501134	0.5020289855
788	-0.3296716733	0.831209053	0.3741588156	0.5416430595	0.5031884058
789	-0.3296165258	0.8314472901	0.3741588156	0.5421618563	0.5037724898
790	-0.3295483073	0.831407125	0.371967655	0.5426794799	0.5046403712
791	-0.329457081	0.8315061964	0.3697705803	0.5431959345	0.5046403712
792	-0.3293787864	0.8313080772	0.371967655	0.5426794799	0.5037724898
793	-0.3293302571	0.8311100524	0.3697705803	0.5418552036	0.5037724898
794	-0.329267051	0.831487436	0.371967655	0.5432937182	0.5040650407
795	-0.3291731874	0.8316265778	0.3697705803	0.5441176471	0.5043579314
796	-0.3290503107	0.8317256163	0.371967655	0.5444255801	0.5052264808
797	-0.329005562	0.8317256163	0.371967655	0.5447338618	0.5060940221
798	-0.3289215408	0.8319237641	0.3714670256	0.5450424929	0.5066666667
799	-0.3288509104	0.8319828408	0.373655914	0.5452488688	0.5069605568
800	-0.3287657767	0.8317846081	0.3758389262	0.5445263755	0.506373117
801	-0.3286841148	0.8317846081	0.373655914	0.5442176871	0.506373117
802	-0.328561801	0.8319828408	0.371967655	0.5433919455	0.5060658579
803	-0.3284940301	0.8323203432	0.371967655	0.5458663647	0.5078079815
804	-0.3284336492	0.8324195471	0.3758389262	0.5461756374	0.5081018519
805	-0.3283747019	0.832221163	0.376344086	0.5450424929	0.5072379849
806	-0.3282931239	0.8323203432	0.3780160858	0.5442176871	0.5060799074
807	-0.3281877931	0.8324195471	0.3828647925	0.5450424929	0.5075318656
808	-0.3280854793	0.832141154	0.3828647925	0.5461756374	0.5092592593
809	-0.3280393055	0.832438879	0.3823529412	0.5466893039	0.5104166667
810	-0.3279600411	0.8325381679	0.3823529412	0.5463800905	0.5092592593
811	-0.3278706482	0.8328361771	0.3823529412	0.5477131564	0.5081018519
812	-0.3277958182	0.8326374806	0.3801874163	0.5468926554	0.5081018519
813	-0.3277278473	0.8328361771	0.3823529412	0.5485327314	0.5083960625
814	-0.3276487042	0.8326374806	0.3823529412	0.5486425339	0.5089647195
815	-0.3276036252	0.832736817	0.3823529412	0.5488424619	0.5083960625
816	-0.3275212603	0.832736817	0.3823529412	0.5483323912	0.5089647195
817	-0.3274622056	0.8326774001	0.3823529412	0.5489530277	0.5092592593
818	-0.32737769	0.8325381679	0.3845126836	0.5497737557	0.5083960625
819	-0.327291406	0.8325381679	0.3845126836	0.5512167516	0.5081018519
820	-0.3272025662	0.8326374806	0.3823529412	0.5505935557	0.5081018519
821	-0.3271707354	0.8326374806	0.3823529412	0.5497737557	0.5078079815
822	-0.3271078776	0.8325381679	0.3801874163	0.5494629734	0.5081018519
823	-0.327048632	0.832736817	0.3801874163	0.5507900677	0.5083960625
824	-0.3269367532	0.8328361771	0.3780160858	0.5514124294	0.5106874639
825	-0.3268334583	0.8328361771	0.3823529412	0.5530474041	0.5095541401
826	-0.3267365407	0.8329355609	0.3845126836	0.5538635082	0.5086906141
827	-0.3266582059	0.8331343996	0.3845126836	0.5538635082	0.5104166667
828	-0.3266183112	0.8331343996	0.3823529412	0.5551801802	0.5110081112
829	-0.3265615031	0.8330349684	0.3801874163	0.5548677546	0.5101449275
830	-0.3264850631	0.8329355609	0.3801874163	0.5548677546	0.5092807425
831	-0.3264084812	0.8331343996	0.3823529412	0.5566197183	0.5107122177
832	-0.3263292368	0.8333333333	0.3845126836	0.5549915398	0.5121387283
833	-0.3262081789	0.8332338546	0.3823529412	0.5558060879	0.5124349335
834	-0.3261153781	0.8334328358	0.3823529412	0.5549915398	0.5138568129
835	-0.3260384836	0.8333333333	0.3828647925	0.5558060879	0.5141536684
836	-0.3259496369	0.8334328358	0.3828647925	0.5585585586	0.5144508671
837	-0.3258460055	0.8332338546	0.3828647925	0.5566197183	0.5135916715
838	-0.3257685315	0.8335323621	0.3828647925	0.5574324324	0.5141536684
839	-0.3256982137	0.8337913729	0.3871829105	0.5576166386	0.5141536684
840	-0.3256637296	0.8338910134	0.3877005348	0.5569904548	0.5141536684
841	-0.3256166092	0.8337913729	0.3877005348	0.5564924115	0.5138568129
842	-0.3255522985	0.8338910134	0.3877005348	0.5573033708	0.5138568129
843	-0.3254580619	0.8339906777	0.3898531375	0.5576166386	0.5147143681
844	-0.3253995484	0.8339906777	0.392	0.5569904548	0.5132947977
845	-0.3252878737	0.8341900777	0.392	0.5545556805	0.5141210375
846	-0.3251931274	0.8342898135	0.3941411451	0.5573033708	0.5147143681
847	-0.3250967737	0.8345289335	0.392	0.5584269663	0.5155709343
848	-0.3250222847	0.8347285338	0.3941411451	0.5603593487	0.5155709343
849	-0.3249242029	0.8343895731	0.392	0.5611672278	0.5158684362
850	-0.3248473217	0.8341900777	0.3962765957	0.5590551181	0.5158684362
851	-0.3248111831	0.8344893566	0.3962765957	0.5592363841	0.5158684362
852	-0.3247698137	0.8342898135	0.3962765957	0.5595505618	0.5150115473
853	-0.3246829806	0.8340903658	0.3941411451	0.5584269663	0.5141536684
854	-0.3246393824	0.8343895731	0.3962765957	0.5589225589	0.5141536684
855	-0.3245137276	0.8347888503	0.3984063745	0.5605381166	0.5150115473
856	-0.3244551665	0.8348887294	0.395750332	0.5616591928	0.5158684362
857	-0.324395487	0.834589164	0.3962765957	0.5603593487	0.5167243368
858	-0.3242905707	0.8349886323	0.400530504	0.5611672278	0.5187319885
859	-0.3241873531	0.8351885099	0.400530504	0.5611672278	0.5192861255
860	-0.3241031113	0.8348887294	0.4026490066	0.5603593487	0.5167243368
861	-0.3240292284	0.8349282297	0.400530504	0.5600448934	0.5161662818
862	-0.3239474053	0.8353279081	0.4026490066	0.5630959058	0.5178777393
863	-0.3238799216	0.8352279526	0.4021164021	0.5627802691	0.5176198729
864	-0.3237698723	0.8355278908	0.4052980132	0.565193061	0.5173210162
865	-0.3236881451	0.8355672571	0.4074074074	0.5634118967	0.5178777393
866	-0.3235695811	0.8353279081	0.4052980132	0.5616591928	0.5170225043
867	-0.3234848437	0.8356279181	0.4079470199	0.5618354785	0.5181765724
868	-0.3234293401	0.8358280445	0.4095112285	0.5635854342	0.5198847262
869	-0.3233731489	0.8356279181	0.4074074074	0.562150056	0.5181765724
870	-0.3233225614	0.8356279181	0.4095112285	0.562464986	0.5181765724
871	-0.3232614934	0.8359281437	0.4074074074	0.5634432644	0.5181765724
872	-0.3231636561	0.8357887172	0.4116094987	0.5629546726	0.5178777393
873	-0.3231113575	0.8358888356	0.4137022398	0.5640738668	0.5178777393
874	-0.3230298366	0.8357887172	0.4137022398	0.5643896976	0.5178777393
875	-0.3229441564	0.8362285851	0.4121532365	0.5640738668	0.5192861255
876	-0.3228410573	0.8361676647	0.4100529101	0.565193061	0.5198847262
877	-0.3227529208	0.8362678165	0.4121532365	0.562464986	0.518134715
30160487
872	-0.3233220491	0.836293343	0.4026666667	0.5793871866	0.5288248337
873	-0.3232531387	0.836192317	0.4	0.5793871866	0.5291181364
874	-0.3231909303	0.8364954683	0.4	0.5785953177	0.5312672939
875	-0.3231284752	0.8361527308	0.4	0.5771587744	0.528531856
876	-0.3230186548	0.8365965676	0.4021304927	0.5778025655	0.5287610619
877	-0.3228989203	0.8366976913	0.4042553191	0.5790944662	0.5309050773
26	0.420499343	0.5656338028	0.5283648498
877	-0.3228683831	0.8385617761	0.4220183486	0.5664414414	0.5302946081
	-0.3219646925	0.8376787216	0.4188481675	0.5841432225	0.4968474149
876	-0.3218876126	0.8375390531	0.4188481675	0.582395087	0.4962216625
877	-0.3218266835	0.8378800625	0.4188481675	0.5828220859	0.4965343415
.322616149	0.8376772942	0.4127829561	0.565391205	0.547682472
873	-0.3225335556	0.8375363725	0.4127829561	0.5645714286	0.548163917
874	-0.3223853771	0.8378804414	0.414893617	0.5652173913	0.5497076023
875	-0.3222687687	0.8379427462	0.4127829561	0.5650684932	0.5507708666
876	-0.32215567	0.8384120432	0.4185430464	0.5676756139	0.5517241379
877	-0.3220950387	0.8384120432	0.4206349206	0.5676756139	0.5520169851
